starting frequency (kHz),final frequency (kHz),minimum frequency (kHz),maximum frequency (kHz),mean frequency (kHz),frequency bandwidth (kHz),syllable duration (msec),total syllable energy (dB),peak syllable amplitude (dB),Clean 
77.88,75.44,75.68,80.08,74.31,4.39,16,15.44,7.16,1
74.71,72.75,73.24,76.9,72.27,3.66,22.4,9.82,-2.63,1
80.81,77.15,77.15,84.47,78.39,7.32,33.6,13.48,1.48,1
76.42,74.95,75.44,77.88,74.49,2.44,28.8,12.4,-1,1
81.05,41.02,41.02,83.01,58.04,41.99,24,23.35,4.3,0
73.24,71.04,71.53,75.2,69.1,3.66,17.6,4.31,-7.88,1
77.15,75.44,75.44,79.59,77.18,4.15,17.6,15.39,6.26,1
75.44,73,73.24,76.17,65,2.93,17.6,-0.7,-7.9,1
80.81,83.25,80.81,85.69,77.03,4.88,16,7.27,0.3,1
74.95,73.97,74.46,75.68,62.26,1.22,11.2,-1.04,-8.27,1
80.81,78.86,80.81,82.52,69.68,1.71,25.6,0.67,-7.4,1
76.9,74.46,74.95,81.05,77.21,6.1,41.6,21.14,6.64,1
78.37,75.93,76.66,81.05,76.06,4.39,19.2,17.67,6.73,1
77.15,75.93,76.66,81.05,76.52,4.39,28.8,18.44,6,1
80.57,77.64,77.64,83.5,79.93,5.86,28.8,18.64,5.79,1
77.39,74.71,74.95,81.05,77.75,6.1,28.8,15.56,1.41,1
80.81,78.86,78.86,84.96,81.11,6.1,32,27.01,13.14,1
77.39,74.71,74.95,79.83,77.09,4.88,32,10.31,-3.32,1
81.05,76.42,76.9,81.79,52.12,4.88,28.8,1.47,-6.32,1
74.46,71.78,72.27,77.39,73.85,5.13,40,15.03,1.29,1
83.5,75.44,75.93,86.43,78.61,10.5,35.2,15.97,5.09,1
74.22,72.27,72.75,75.44,70.93,2.69,27.2,3.54,-10.57,1
80.81,72.02,72.27,83.98,77.44,11.72,56,20.3,6.08,1
79.1,72.51,72.75,82.28,77.83,9.52,49.6,21.41,5.89,1
81.05,78.13,78.13,83.5,80.29,5.37,20.8,16.27,5.82,1
78.13,74.46,74.46,80.81,77.83,6.35,40,23.98,9.41,1
75.44,65.67,65.67,78.86,74.15,13.18,38.4,21.49,8.55,1
81.05,78.13,78.13,83.5,80.54,5.37,35.2,19.49,5.85,1
81.05,77.15,77.39,83.5,78.26,6.1,30.4,15.04,1.19,1
79.83,74.95,75.44,82.28,77.67,6.84,32,21.51,7.92,1
78.86,76.66,77.15,81.05,76.3,3.91,25.6,13.26,1.79,1
78.86,75.44,75.68,81.05,76.2,5.37,33.6,14.96,2.06,1
79.1,77.88,78.13,79.59,78.52,1.46,16,-1.72,-10.03,1
79.59,78.13,78.13,81.54,75.62,3.42,17.6,15.35,6.52,1
78.13,73,72.75,81.05,77.04,8.3,49.6,31.9,17.27,1
82.28,73,73.24,84.96,78.61,11.72,48,37.66,22.24,1
80.57,78.13,78.13,83.01,80.09,4.88,19.2,24.82,14.86,1
76.66,73.24,73.24,80.32,76.16,7.08,51.2,34.17,18.18,1
73.97,73.24,73.24,75.93,74.04,2.69,17.6,8.91,-1.05,1
77.15,72.75,72.75,79.59,76.09,6.84,36.8,24.97,10.23,1
79.59,75.44,75.44,83.01,78.97,7.57,27.2,28.44,16.86,1
72.51,71.53,71.78,75.44,73.15,3.66,30.4,18.48,5.28,1
78.13,71.04,71.78,83.5,76.76,11.72,72,39.98,22.26,1
79.59,75.44,59.08,83.74,77.22,24.66,27.2,30.14,18.15,1
77.39,64.94,64.94,86.67,78.48,21.73,56,42.72,26.62,1
78.13,35.64,35.64,84.23,70.42,48.58,28.8,32.07,19.48,1
76.9,71.78,71.78,83.74,77.11,11.96,65.6,40.48,23.88,1
80.57,77.39,77.39,85.45,81.11,8.06,27.2,27.22,14.97,1
77.64,70.56,71.04,85.45,78.68,14.4,56,35.86,19.19,1
60.55,72.51,60.55,82.76,77.07,22.22,84.8,30.91,13.96,1
38.09,73.73,35.89,83.74,76.94,47.85,107.2,28.97,11.29,1
37.35,74.95,35.4,83.25,77.67,47.85,60.8,26.86,10.97,1
45.65,76.66,45.65,86.67,79.22,41.02,35.2,32.69,18.82,1
75.44,73.73,73.97,78.61,75.76,4.64,33.6,20.37,6.78,1
80.57,76.9,77.15,84.23,80.06,7.08,25.6,22.74,9.21,1
77.15,73.24,73.73,84.23,78.2,10.5,56,36.04,20.39,1
80.57,77.15,77.15,83.01,79.82,5.86,32,20,6.71,1
75.44,59.81,59.81,81.3,75.75,21.48,64,24.01,7.86,1
80.08,74.46,74.95,82.76,77.01,7.81,67.2,11.63,-4.59,1
79.1,76.9,34.91,81.79,75.7,46.88,44.8,22.04,6.53,1
76.9,72.02,72.75,78.86,73.86,6.1,30.4,8.49,-4.81,1
39.79,75.93,39.79,82.52,76.19,42.72,36.8,13.74,1.94,1
62.26,60.3,61.52,64.94,57.41,3.42,20.8,2.82,-8.86,1
72.27,76.17,72.27,83.01,76.63,10.74,48,21.93,9.79,1
73.24,60.55,60.79,75.68,68.01,14.89,35.2,11.38,-2.13,1
79.83,78.13,78.86,82.76,77.15,3.91,33.6,13.4,3.02,1
76.42,73.24,73.49,80.32,76.31,6.84,44.8,17.73,5.46,1
80.57,62.74,62.74,83.74,79.68,21,57.6,21.66,5.36,1
79.35,75.44,77.15,81.79,77.99,4.64,35.2,19.48,6.28,1
79.35,78.13,78.13,81.05,79,2.93,16,3.03,-6.28,1
81.05,76.42,76.42,82.52,79.77,6.1,36.8,13.05,-0.54,1
80.81,75.44,75.93,82.76,78.44,6.84,40,14.15,1.19,1
75.44,75.2,75.44,76.9,75.52,1.46,9.6,-2.33,-9.86,1
79.59,76.66,76.9,82.28,77.48,5.37,28.8,9.17,-3.8,1
81.05,81.54,81.05,83.5,81.34,2.44,16,-0.56,-11.24,1
79.59,76.42,76.66,80.81,78.43,4.15,25.6,5.69,-7.32,1
78.37,76.9,77.15,80.57,77.98,3.42,22.4,2.55,-11.43,1
83.98,81.54,45.65,86.43,77.47,40.77,27.2,13.05,-0.23,1
81.05,77.39,77.39,83.74,81.11,6.35,40,10.03,-5.72,1
82.03,78.86,79.35,84.23,77.26,4.88,36.8,1.95,-10.12,1
82.28,80.32,80.57,83.74,81.64,3.17,25.6,6.39,-4.89,1
82.76,80.81,81.05,84.47,82.4,3.42,30.4,3.24,-8,1
79.83,76.17,76.66,81.3,76.4,4.64,25.6,8.73,-4.72,1
81.05,79.59,79.83,81.79,80.3,1.95,12.8,-0.76,-10.33,1
80.08,75.68,75.93,81.3,78.44,5.37,38.4,13.35,-0.9,1
81.05,77.15,77.15,82.52,79.58,5.37,32,13.77,1.36,1
81.79,77.39,77.39,84.47,81.33,7.08,38.4,12.44,0.09,1
80.32,77.39,77.64,82.03,78.94,4.39,25.6,6.05,-8.03,1
82.28,77.64,78.13,84.23,79.14,6.1,30.4,15.19,2.02,1
83.25,79.35,79.35,85.69,81.96,6.35,28.8,15.6,3.46,1
81.3,76.66,77.15,83.01,78.32,5.86,28.8,12.93,-0.48,1
81.54,76.66,76.66,83.5,79.59,6.84,41.6,16.35,2.05,1
81.05,76.66,76.9,83.01,78.87,6.1,35.2,18.72,5.02,1
80.57,75.93,76.66,82.76,77.95,6.1,27.2,15.76,4.08,1
78.61,75.2,75.44,80.81,78.01,5.37,51.2,9.55,-3.41,1
80.57,78.13,78.13,81.79,79.56,3.66,24,7.91,-4.55,1
76.17,73.97,74.22,77.88,74.59,3.66,32,7.37,-6.38,1
80.81,73.24,73.97,82.76,78.01,8.79,81.6,27.56,10.03,1
80.57,73.97,73.97,82.76,77.91,8.79,76.8,27.92,10.34,1
34.67,79.1,34.67,83.25,74.43,48.58,24,16.82,3.53,1
78.86,73,73.24,80.81,76.66,7.57,67.2,20.51,5.64,1
79.59,76.17,76.17,84.23,80.01,8.06,44.8,26.74,12.74,1
75.93,70.07,70.56,80.81,76.75,10.25,54.4,26.66,10.39,1
78.86,76.66,76.66,84.47,80.1,7.81,35.2,28.53,14.9,1
78.13,73.49,73.49,83.01,79.1,9.52,49.6,29.4,13.84,1
34.67,74.95,34.67,83.98,78.45,49.32,48,28.12,13.58,1
75.93,70.56,70.8,79.1,75.01,8.3,36.8,18.39,5.54,1
79.59,74.46,74.71,82.76,77.61,8.06,40,23.36,8.18,1
79.83,76.9,77.15,83.25,78.25,6.1,38.4,25.5,11.4,1
80.81,74.95,75.44,86.18,80.76,10.74,46.4,28.6,12.6,1
78.86,75.93,76.66,83.5,78.8,6.84,35.2,26.04,12.04,1
79.83,70.8,70.8,81.54,75.82,10.74,41.6,8.48,-5.7,1
78.86,73.24,73.97,81.79,75.09,7.81,19.2,14.51,5.86,1
80.32,77.88,78.13,82.03,76.82,3.91,25.6,9.74,-3.05,1
40.04,38.57,38.09,48.58,38.09,10.5,14.4,13.92,1,0
82.28,76.42,76.66,83.01,79.11,6.35,35.2,19.04,5.7,1
80.57,74.95,74.95,83.5,79.34,8.54,49.6,25.78,10.45,1
77.39,74.95,74.95,79.59,76.77,4.64,22.4,17.4,6.87,1
82.28,79.83,79.83,84.47,81.69,4.64,17.6,14.91,4.15,1
79.35,74.95,75.44,82.52,77.95,7.08,35.2,26.97,13.54,1
76.9,73.97,73.97,78.37,75.81,4.39,14.4,12.12,3.52,1
82.03,76.66,77.15,83.74,79.21,6.59,40,18.51,4.99,1
79.35,74.95,75.44,82.76,78.67,7.32,41.6,27.64,12.82,1
43.46,76.66,41.5,83.01,76.79,41.5,36.8,22.24,9.22,1
81.05,78.13,78.86,87.16,81.46,8.3,36.8,29.81,15.44,1
80.81,76.17,76.66,84.96,79.75,8.3,41.6,26.03,11.8,1
38.82,75.93,38.82,87.16,80.13,48.34,41.6,28.37,14.94,1
81.54,77.88,78.13,85.94,81.61,7.81,36.8,25.58,12.56,1
81.54,75.93,76.66,86.67,80.92,10.01,44.8,30.63,16.07,1
81.05,76.66,76.9,83.5,79.22,6.59,38.4,22.39,9.41,1
81.79,76.66,76.66,85.94,81.49,9.28,38.4,28.99,15.42,1
82.28,74.95,75.44,86.18,80.74,10.74,46.4,29.27,14.84,1
81.05,76.66,78.86,83.01,78.75,4.15,30.4,17.53,5.49,1
81.3,76.66,77.15,83.5,78.88,6.35,30.4,20.97,8.9,1
81.3,77.64,78.13,83.74,79.58,5.62,30.4,21.99,9.89,1
81.05,75.93,75.93,83.01,79.74,7.08,44.8,25.53,11,1
81.54,78.86,79.35,84.23,78.81,4.88,35.2,20.12,9.42,1
80.57,74.95,75.44,84.47,79.66,9.03,52.8,28.13,13.48,1
39.31,79.1,35.89,83.25,78.5,47.36,24,16.38,3.14,1
78.86,76.9,77.64,82.03,77.62,4.39,28.8,14.19,2.59,1
82.76,75.93,75.93,85.45,80.68,9.52,62.4,27.13,12.85,1
81.54,77.39,77.64,84.23,80.27,6.59,41.6,20.05,5.32,1
80.08,76.66,77.15,85.45,79.41,8.3,35.2,27.98,14.56,1
81.54,76.66,34.91,83.74,79.22,48.83,46.4,22.48,8.66,1
78.86,75.44,75.44,80.81,77.87,5.37,43.2,19.79,4.51,1
34.67,78.37,34.67,82.28,71.44,47.61,24,11.28,-0.98,1
79.83,74.71,74.95,84.96,80.17,10.01,62.4,28.16,12.16,1
82.28,77.64,78.13,84.47,79.88,6.35,36.8,17.61,2.51,1
81.54,77.15,77.39,83.98,79.17,6.59,33.6,19.98,6.4,1
81.54,74.95,75.44,85.45,80.15,10.01,46.4,28.18,12.19,1
80.81,75.93,76.66,82.76,78.89,6.1,46.4,17.06,1.63,1
82.03,77.64,78.13,83.01,77.63,4.88,43.2,5.91,-3.91,1
82.03,78.86,78.86,83.25,80.58,4.39,35.2,10.02,-3.05,1
82.28,77.15,77.15,85.45,80.97,8.3,33.6,25.77,12.49,1
83.5,76.9,76.9,86.43,81.57,9.52,40,29.25,14.86,1
81.05,79.1,79.35,82.52,80.38,3.17,16,5.73,-3.55,1
82.76,76.66,76.66,88.13,80.7,11.47,54.4,31.27,15.32,1
82.03,79.83,79.83,83.5,80.94,3.66,25.6,11.85,-0.95,1
80.32,77.39,77.64,82.76,79.53,5.13,27.2,19.61,6.84,1
80.57,78.13,78.13,82.52,79.97,4.39,24,16.84,5.19,1
82.28,74.95,75.2,85.21,80.42,10.01,60.8,30.97,16.18,1
82.76,76.17,76.66,84.72,79.38,8.06,44.8,20.46,5.86,1
82.76,60.55,61.28,88.13,80.28,26.86,72,37.52,20.44,1
78.61,74.46,74.46,83.74,78.37,9.28,33.6,37.08,22.6,1
82.28,75.93,75.93,86.91,81.42,10.99,49.6,35.36,19.13,1
79.83,73.24,73.24,84.23,79,10.99,62.4,38.31,21.56,1
81.05,75.2,74.95,87.65,80.04,12.7,54.4,38.76,23.14,1
81.05,69.58,70.07,86.91,79.69,16.85,54.4,41.11,24.39,1
80.32,73.24,73.24,109.62,79.93,36.38,46.4,42.65,26.84,1
75.93,74.46,74.95,79.59,72.94,4.64,14.4,16.83,8.33,1
81.54,74.95,74.95,84.47,79.16,9.52,35.2,31.84,16.97,1
76.9,75.44,75.44,79.35,76.7,3.91,27.2,15.7,5.54,1
77.64,65.43,66.16,79.83,73.59,13.67,32,24.38,12.11,1
79.35,72.75,72.75,83.25,77.96,10.5,44.8,34.71,20.63,1
78.13,76.9,76.9,80.32,78.04,3.42,27.2,5.78,-2.14,1
74.46,73.24,73.97,76.42,68.79,2.44,16,7.03,-1.99,1
78.86,73,73.24,81.54,77,8.3,41.6,23.04,8.91,1
78.86,76.66,76.66,81.05,78.27,4.39,27.2,15.49,4.91,1
79.35,65.43,65.67,86.18,78.89,20.51,57.6,36.25,19.97,1
79.59,74.46,74.95,83.01,77.88,8.06,27.2,26.57,14.46,1
41.02,77.15,41.02,81.79,76.27,40.77,22.4,18.27,5.56,1
76.9,75.44,75.93,79.59,72.07,3.66,14.4,11.67,4.78,1
79.83,72.75,43.95,83.01,74.79,39.06,20.8,28.39,16.26,1
73.97,62.5,63.23,74.95,64.13,11.72,43.2,19.39,6.03,1
63.96,62.01,62.5,65.92,63.63,3.42,19.2,4.07,-6.64,1
76.66,72.51,72.27,81.05,75.62,8.79,57.6,37.32,22.47,1
45.65,73.24,45.65,79.83,74.88,34.18,40,28.65,15.13,1
80.57,74.71,74.95,81.54,76.56,6.59,40,18.27,4.18,1
79.1,74.95,74.95,80.81,77.66,5.86,41.6,22.12,10.2,1
45.9,76.9,45.9,84.96,79.55,39.06,44.8,32.18,18.43,1
73.97,77.15,73.97,86.91,79.68,12.94,40,39.61,24.93,1
80.32,76.66,75.68,84.47,79.45,8.79,41.6,36.18,21.97,1
80.57,76.42,74.46,86.43,79.22,11.96,44.8,41.11,25.98,1
77.15,77.64,77.15,81.79,73.7,4.64,12.8,14.53,4.51,1
78.86,78.13,78.13,80.81,71.73,2.69,12.8,15.5,7.64,1
77.15,72.75,73.24,79.1,73.26,5.86,32,18.29,5.26,1
75.2,62.5,62.99,81.05,73.59,18.07,46.4,35.91,22.53,1
79.59,73.97,73.97,82.76,77.58,8.79,40,31.41,18.2,1
77.15,71.78,72.27,80.57,75.72,8.3,59.2,33.07,17.13,1
78.86,71.78,72.27,81.05,75.52,8.79,49.6,20.45,5.92,1
79.59,75.44,75.68,82.28,77.11,6.59,30.4,19.43,7.46,1
74.22,72.51,72.75,75.68,73.85,2.93,22.4,3.4,-9.18,1
77.15,74.22,74.46,79.1,76.6,4.64,46.4,15.17,2.42,1
75.2,64.45,64.94,75.68,65.71,10.74,24,3.81,-6.85,1
79.83,79.35,79.35,81.3,79.8,1.95,14.4,5.89,-1.65,1
79.35,73.73,73.97,81.05,77.48,7.08,44.8,20.69,8.11,1
38.82,78.13,35.64,82.52,66.74,46.88,17.6,18.26,5.97,1
78.86,61.52,62.5,84.47,76.95,21.97,72,33.91,18.48,1
41.26,79.35,39.55,83.01,69.49,43.46,19.2,28.03,9.52,1
78.13,71.53,70.8,84.72,76.81,13.92,67.2,44.32,28.24,1
80.81,73.24,37.84,84.23,75.2,46.39,41.6,34.35,18.79,1
78.13,61.28,61.28,87.16,77.86,25.88,54.4,37.78,21.83,1
80.57,74.22,73.73,83.5,77.49,9.77,33.6,31.13,16.89,1
74.95,62.99,62.99,79.1,73.85,16.11,49.6,32.07,17.74,1
78.13,73.49,40.28,79.83,71.12,39.55,28.8,21.24,4.3,1
75.93,75.44,75.44,77.39,75.85,1.95,14.4,2.97,-5.11,1
79.35,75.44,75.44,81.3,78.06,5.86,40,17.41,3.45,1
35.64,76.9,35.64,79.59,62.67,43.95,25.6,18.8,4.8,0
77.15,73,73.24,78.61,75.79,5.37,43.2,17.83,1.89,1
78.86,73.73,74.46,81.05,76.91,6.59,46.4,23.38,9.25,1
78.13,72.75,73.24,80.32,76.21,7.08,52.8,22.56,7.77,1
41.02,75.68,38.33,81.79,75.6,43.46,30.4,23.3,7.65,1
77.64,71.78,72.02,82.76,77.51,10.74,43.2,25.71,10.53,1
37.84,74.95,37.84,81.05,73.07,43.21,33.6,19.94,3.09,1
76.66,71.78,72.02,81.79,76.87,9.77,49.6,24.9,9.57,1
38.33,73.49,37.84,81.3,76.67,43.46,33.6,22.13,9.5,1
78.61,73.73,73.97,80.08,77,6.1,30.4,13,0.03,1
77.64,75.44,75.93,82.28,77.76,6.35,52.8,18.59,3.82,1
79.59,74.46,74.46,81.05,77.78,6.59,38.4,19.8,5.52,1
75.93,74.46,74.95,80.57,76.04,5.62,40,17.95,2.58,1
79.83,74.22,74.46,81.54,77.46,7.08,48,14.18,0.56,1
79.59,75.2,75.68,85.69,79.94,10.01,35.2,25.14,12.05,1
78.13,73.24,73.24,80.08,76.81,6.84,30.4,17.93,4.64,1
77.64,74.46,74.95,80.57,75.91,5.62,27.2,21.5,8.42,1
75.2,71.04,71.78,76.66,72.65,4.88,40,9.21,-4.89,1
78.61,75.44,75.44,80.08,77.58,4.64,25.6,14.13,2.62,1
77.88,73.97,74.46,79.83,75.27,5.37,28.8,16.7,3.54,1
78.86,73.24,73.97,81.79,77.52,7.81,38.4,23.66,9.34,1
78.13,72.51,72.51,81.79,77.76,9.28,41.6,25.43,11,1
78.13,73,73,80.81,75.9,7.81,41.6,18.95,5.31,1
78.61,73.97,74.22,80.57,76.23,6.35,33.6,17.97,4.31,1
78.61,73.24,73.97,81.05,76.12,7.08,35.2,17.83,4.97,1
75.44,66.16,71.29,79.83,74.8,8.54,35.2,23.77,10.62,1
79.1,75.93,75.93,80.57,77.91,4.64,24,10.44,-2.42,1
76.66,72.75,72.75,78.13,75.16,5.37,25.6,9.46,-3.11,1
78.13,73.97,73.97,80.08,76.89,6.1,27.2,18.65,5.59,1
77.15,74.95,75.44,84.23,78.68,8.79,44.8,30.77,14.84,1
79.35,75.93,75.93,82.28,79.01,6.35,33.6,19.86,6.44,1
78.86,75.2,75.44,83.25,79.21,7.81,52.8,27.97,12.74,1
79.35,74.46,74.71,81.54,77.59,6.84,49.6,17.27,2.38,1
79.83,72.27,72.51,83.01,78.3,10.5,52.8,24.5,8.62,1
79.1,75.93,75.93,80.32,77.78,4.39,32,12.03,-1.28,1
75.44,73.73,73.97,77.15,74.88,3.17,20.8,3.72,-7.47,1
78.37,71.53,71.53,80.81,76.51,9.28,68.8,18.05,2.18,1
77.64,75.44,75.44,79.1,76.89,3.66,25.6,10.13,-2.56,1
79.35,75.93,75.93,80.08,77.6,4.15,19.2,8.43,-2.92,1
80.57,78.86,78.86,82.52,80.24,3.66,17.6,9.39,-0.3,1
80.57,76.66,76.66,82.76,79.36,6.1,35.2,23.45,11.32,1
82.03,74.22,74.22,83.01,78.82,8.79,40,15.89,3.5,1
80.57,79.1,79.35,82.03,80,2.69,28.8,4.07,-6.26,1
82.28,79.1,79.35,83.25,77.77,3.91,22.4,8.33,-4.27,1
79.83,73.73,73.97,81.3,77.43,7.32,46.4,20.8,7.48,1
81.05,75.93,76.66,82.76,78.1,6.1,48,16.3,1.94,1
80.32,77.88,78.13,81.3,79.33,3.17,25.6,1.17,-10.25,1
81.05,74.95,74.95,83.25,79.37,8.3,41.6,29.52,15.27,1
42.48,39.79,42.48,56.15,42.35,13.67,16,25.69,8.53,0
79.35,75.44,75.44,81.79,77.92,6.35,49.6,28.27,14.79,1
42.48,79.35,42.48,84.23,68.14,41.75,36.8,25.27,7.94,1
79.59,73.24,72.75,84.47,78.05,11.72,56,39.91,23.92,1
50.78,78.86,46.39,82.76,73.67,36.38,41.6,22.16,11.34,1
78.13,75.44,75.44,80.81,77.74,5.37,41.6,19.52,3.82,1
82.28,76.66,76.66,85.45,80.76,8.79,43.2,30.44,16.62,1
79.35,73.24,73.24,86.67,79.93,13.43,57.6,39.98,23.35,1
41.02,74.95,38.57,86.67,79.08,48.1,59.2,39.53,24.47,1
81.05,74.46,43.7,85.45,78.71,41.75,65.6,37.33,22.82,1
81.54,74.46,74.46,87.65,80.28,13.18,56,40.23,25.24,1
38.33,77.64,38.33,82.52,77.76,44.19,22.4,22.82,13.29,1
42.48,61.52,38.33,61.52,27.18,23.19,78.4,7.93,-6.42,1
55.91,73.24,40.04,83.74,70.76,43.7,156.8,34.81,22.34,1
64.7,63.23,63.23,67.38,64.71,4.15,44.8,16.59,9.11,0
45.65,73.24,42.48,85.21,73.45,42.72,40,35.17,18.36,1
50.05,71.78,35.16,84.47,73.01,49.32,65.6,33.89,17.56,1
72.02,69.34,70.07,78.13,72.31,8.06,27.2,25.02,14.26,1
78.37,71.78,71.78,81.3,76.44,9.52,40,26.96,13.25,1
41.02,61.52,41.02,81.05,72.44,40.04,112,34.41,21.33,1
34.67,61.04,34.67,105.22,69.91,70.56,54.4,45.43,31.84,1
42.48,69.34,42.48,105.47,71.47,62.99,43.2,50.05,36.44,1
53.96,55.91,53.96,60.06,52.02,6.1,25.6,28.27,22.35,1
46.88,63.96,42.48,81.3,66.5,38.82,41.6,44.75,33.46,1
54.2,53.47,52.25,58.59,49.7,6.35,12.8,23.37,16.08,1
63.96,63.23,63.23,67.14,64.51,3.91,20.8,14.25,5.22,1
73.97,72.75,73,75.68,69.06,2.69,22.4,6.62,-4.01,1
73.97,73.97,73.97,75.44,74.1,1.46,8,-2.83,-11.94,1
71.04,75.93,71.04,77.39,72.9,6.35,24,10.93,-1.15,1
71.04,70.56,71.04,73.24,65.45,2.2,16,2.67,-8.1,1
76.9,76.42,76.66,77.88,76.78,1.22,11.2,-2.85,-10.76,1
65.67,65.43,65.67,67.87,58.11,2.2,14.4,4.68,-3.6,1
92.04,91.06,91.06,101.07,88.86,10.01,51.2,22.73,13.34,1
74.95,71.78,72.27,76.17,69.21,3.91,12.8,11.03,1.4,1
91.55,62.26,62.74,93.75,38.88,31.01,16,-0.36,-10.47,1
96.68,96.68,96.68,107.67,99.07,10.99,16,9.3,-0.57,1
76.9,72.75,73,81.54,76.27,8.54,27.2,17.81,4.84,1
40.53,70.56,40.53,95.7,70.03,55.18,19.2,7.59,-8.88,0
74.22,70.07,70.07,77.15,73.3,7.08,22.4,20.03,8.05,1
70.31,63.96,63.96,73.73,69.34,9.77,43.2,25.81,11.02,1
66.89,62.5,42.48,74.71,66.63,32.23,64,41.08,27.22,1
72.51,109.62,71.04,109.62,69.38,38.57,22.4,10.02,1.24,1
40.53,52.49,40.53,91.55,63.45,51.03,17.6,31.08,14.82,0
80.81,81.05,80.57,84.47,75.88,3.91,11.2,15.93,8.49,0
76.42,75.68,75.93,77.39,54.51,1.46,11.2,8.79,-2.89,0
72.27,72.75,72.27,88.38,75.12,16.11,16,21.82,11.03,0
74.71,73.97,74.46,77.88,71.17,3.42,14.4,7.07,-0.95,1
77.64,74.46,74.95,80.08,74.89,5.13,19.2,8.57,-2.58,1
92.77,93.75,92.77,96.68,93.61,3.91,12.8,0.18,-8.29,1
77.15,75.93,76.66,79.59,74.58,2.93,20.8,6.74,-5,1
105.71,103.03,104.25,104.74,104.52,0.49,17.6,11.12,0.97,1
74.22,106.45,74.22,109.13,82.98,34.91,30.4,8.63,-1.53,1
64.94,104.74,64.94,104.74,68.6,39.79,12.8,5.38,-1.42,1
73.97,57.86,41.26,96.44,68.29,55.18,44.8,12.43,-7.48,0
63.48,103.27,61.04,104.98,74.32,43.95,25.6,19.88,10.36,1
65.92,56.64,41.02,100.34,70.14,59.33,59.2,17.15,-6.8,0
76.9,74.95,74.95,80.08,76.67,5.13,32,20.26,11.98,1
57.13,40.04,40.04,91.06,71.32,51.03,14.4,16.77,-1.14,0
75.68,72.75,73.24,76.9,49.68,3.66,12.8,2.31,-4.81,0
73.24,73.49,73.24,76.17,74.5,2.93,27.2,9.84,-3.34,1
71.29,70.8,71.29,73,61.31,1.71,16,-1,-11.26,1
77.88,74.95,74.95,77.88,75.81,2.93,28.8,8.29,-4.35,1
82.52,72.75,73.24,85.69,75.95,12.45,40,17.39,3.18,1
72.27,71.04,71.04,74.46,72.14,3.42,19.2,8.78,-0.37,1
83.01,65.43,65.43,84.47,74.36,19.04,24,9.63,-2.71,0
72.51,71.78,66.41,74.22,64.87,7.81,22.4,4.53,-6.78,0
92.29,92.04,92.04,104.74,95.21,12.7,17.6,24.5,14.6,1
91.31,91.06,91.06,96.92,85.6,5.86,12.8,20.74,12.98,1
81.05,63.23,63.23,104.49,75.29,41.26,30.4,17.38,4.2,1
91.55,91.06,91.06,99.12,92.97,8.06,14.4,19.61,12.45,1
80.81,70.07,70.07,104.49,75.61,34.42,32,26.86,14.76,1
65.43,61.52,60.06,68.12,63.13,8.06,38.4,15.15,0.87,1
79.1,72.51,72.51,86.18,79.72,13.67,40,19.59,11.3,1
58.59,58.59,58.59,61.52,47.56,2.93,11.2,1.39,-5.02,1
85.21,66.89,67.14,88.87,76.88,21.73,32,26.04,15.2,1
73.24,93.51,58.35,101.32,74.82,42.97,57.6,35.27,21.98,1
81.05,77.15,77.15,104.49,78.15,27.34,16,9.87,-3.86,0
61.28,93.75,55.42,105.71,78.69,50.29,36.8,27.81,17.57,1
45.41,63.48,45.41,104.49,78.39,59.08,43.2,35.49,21.61,1
92.77,92.04,92.04,105.47,97.22,13.43,24,33.04,23.26,1
58.35,63.23,58.35,66.16,59.48,7.81,33.6,14.54,5.27,1
38.33,39.31,38.33,47.61,39.1,9.28,25.6,10.5,-3.2,0
79.83,71.78,71.78,90.82,79.7,19.04,96,20.67,8.06,0
39.31,93.51,39.31,100.83,76.05,61.52,78.4,28.37,14.31,1
76.9,75.68,76.66,80.08,71.57,3.42,24,4.57,-4.04,0
72.02,59.33,58.11,74.46,65.76,16.36,38.4,17.98,6.81,1
77.64,73.97,74.22,79.1,72.61,4.88,20.8,15.19,6.95,1
38.09,70.07,38.09,88.38,76.27,50.29,43.2,22.49,8.07,1
39.55,62.01,39.55,87.4,70.64,47.85,52.8,18.52,7.18,1
77.39,75.93,76.42,79.35,70.27,2.93,20.8,4.39,-4.44,1
38.57,34.91,34.91,50.54,41.47,15.63,72,4.29,-8.85,0
77.15,73.49,73.97,76.17,67.09,2.2,20.8,0.41,-8.01,0
74.46,71.78,72.02,77.64,72.33,5.62,24,11.02,-1.74,1
75.2,73.24,73.24,77.15,74.63,3.91,28.8,9.67,-2.61,1
93.99,93.75,93.99,96.68,93.99,2.69,16,-4.44,-11.54,1
74.95,72.51,72.51,77.64,74.88,5.13,25.6,15.14,2.51,1
78.13,77.64,77.64,81.05,78.5,3.42,44.8,5.97,-2.95,0
36.38,35.64,36.38,73,58.72,36.62,32,12.8,-5.99,0
73.24,71.04,71.78,76.17,72.02,4.39,35.2,14.65,1.91,1
74.46,70.8,70.8,77.64,74.5,6.84,35.2,14.31,1.32,1
103.76,101.07,101.07,104.49,103.45,3.42,14.4,18.27,9.56,1
75.2,71.29,71.78,77.64,72.49,5.86,32,14.8,2.56,1
77.15,74.46,74.95,79.35,73.35,4.39,20.8,9.12,-3.25,1
